,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD
radius,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0,150.0,155.0,160.0,165.0,170.0,175.0,180.0,185.0,190.0,195.0,200.0,205.0,210.0,215.0,220.0,225.0,230.0,235.0,240.0,245.0,250.0,255.0,260.0,265.0,270.0,275.0,280.0,285.0,290.0,295.0,300.0,305.0,310.0,315.0,320.0,325.0,330.0,335.0,340.0,345.0,350.0,355.0,360.0,365.0,370.0,375.0,380.0,385.0,390.0,395.0,400.0,405.0,410.0,415.0,420.0,425.0,430.0,435.0,440.0,445.0,450.0,455.0,460.0,465.0,470.0,475.0,480.0,485.0,490.0,495.0,500.0,505.0,510.0,515.0,520.0,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,565.0,570.0,575.0,580.0,585.0,590.0,595.0,600.0
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 02:30:00.000027000,-68.14999580383301,-69.52499389648438,-71.59295082092285,-72.33939552307129,-73.30985450744629,-73.61688804626465,-73.11884880065918,-72.86308288574219,-71.4874095916748,-70.6661024093628,-68.99827194213867,-67.04690074920654,-65.77049732208252,-65.62168598175049,-64.79481792449951,-63.73894214630127,-62.791608810424805,-62.8410062789917,-63.24676036834717,-62.75290489196777,-62.64875507354736,-61.99804210662842,-61.45483589172363,-60.830406188964844,-59.76089572906494,-56.88282775878906,-56.52254867553711,-55.2017936706543,-54.24104404449463,-53.37047100067139,-52.33893013000488,-50.71961784362793,-50.726402282714844,-49.04300880432129,-48.5303373336792,-47.38811111450195,-46.876999855041504,-45.55823230743408,-44.97818088531494,-44.2769250869751,-43.539386510849,-43.410178661346436,-42.4560546875,-42.29256868362427,-42.28924798965454,-42.12304639816284,-41.044259548187256,-40.74750208854675,-41.503549575805664,-41.77084422111511,-43.15225696563721,-42.18651819229126,-40.71029353141785,-40.844048738479614,-39.71087646484375,-38.95416617393494,-37.775293588638306,-37.52828502655029,-37.076815366744995,-36.5954909324646,-35.40976428985596,-35.44274950027466,-35.13841533660889,-35.73425245285034,-35.14435434341431,-34.75588274002075,-33.83499193191528,-33.62679195404053,-33.240599155426025,-31.39137363433838,-31.461379766464233,-29.638094663619995,-28.176401138305664,-26.283682107925415,-25.081534147262573,-24.333284854888916,-22.4363374710083,-21.883885622024536,-22.19997549057007,-22.107066988945007,-21.517914056777954,-21.00649845600128,-19.75827968120575,-19.67420046776533,-18.18860098719597,-18.125772029161453,-17.66680246591568,-17.056764721870422,-16.49600636959076,-16.59967315196991,-16.17567813396454,-15.145251870155334,-14.506668090820312,-13.870320796966553,-13.274736642837524,-13.303935170173645,-12.539422810077667,-13.211355924606323,-12.519141554832458,-11.204404562711716,-11.125020205974579,-10.498756289482117,-9.580568313598633,-9.129722356796265,-8.184754878282547,-6.63049042224884,-5.873440265655518,-4.331788897514343,-4.439703822135925,-3.844088554382324,-3.4594061374664307,-3.4060306549072266,-3.1328238248825073,-2.50155246257782,-2.1911983489990234,-1.4453421831130981,-1.096351981163025,0.03910088539123535,0.09210085868835449,-0.2753634452819824
2005-08-27 03:00:00.000000000,-72.31665992736816,-72.7499942779541,-72.85386276245117,-72.9083366394043,-73.60078430175781,-73.2833309173584,-73.40464401245117,-72.03653717041016,-70.96220111846924,-69.1098985671997,-67.56018352508545,-66.7895622253418,-66.63644504547119,-65.11051750183105,-65.53562927246094,-64.94314670562744,-63.6396427154541,-63.62532615661621,-62.393423080444336,-62.700106620788574,-61.89827823638916,-61.36470317840576,-60.831472396850586,-59.047484397888184,-57.993781089782715,-57.49954605102539,-55.47511100769043,-54.27191495895386,-51.82374048233032,-49.60263109207153,-49.01174783706665,-49.02773952484131,-48.255146980285645,-47.211318492889404,-46.67945194244385,-46.03092288970947,-46.245614528656006,-45.93848943710327,-45.833487033843994,-45.529136180877686,-44.68572521209717,-43.6047089099884,-42.74115991592407,-42.66439366340637,-41.93253433704376,-41.9817156791687,-41.17521071434021,-41.79154896736145,-41.173916935920715,-40.78780210018158,-41.21171975135803,-41.038920640945435,-41.644593238830566,-40.62733793258667,-41.30730390548706,-40.43647313117981,-39.903613567352295,-37.678043365478516,-37.73333215713501,-37.34959173202515,-37.660752296447754,-37.14483284950256,-36.48092269897461,-37.18879318237305,-37.53934144973755,-36.379844188690186,-36.01334095001221,-33.77857828140259,-33.017369747161865,-32.297794818878174,-29.855277061462402,-28.460785269737244,-27.15688407421112,-25.633439660072327,-25.469031810760498,-24.60522162914276,-23.74819040298462,-22.8059504032135,-21.778806269168854,-21.529619455337524,-20.330499798059464,-20.308896653354168,-18.854077070951462,-19.568310797214508,-18.23026116192341,-18.53239619731903,-17.561388432979584,-17.249088644981384,-16.62604856491089,-15.892826437950134,-15.570477724075317,-15.093519032001495,-14.011777400970459,-12.503603756427765,-12.154488414525986,-11.552158743143082,-10.57498624920845,-10.334727607667446,-9.924587920308113,-9.332805916666985,-8.850015938282013,-8.51678591966629,-7.9590102434158325,-6.804948031902313,-6.21665233373642,-5.847092986106873,-4.6139456033706665,-4.011151313781738,-3.340832829475403,-3.049761652946472,-2.9173001050949097,-3.0411503314971924,-1.9299688339233398,-1.6729910373687744,-1.1246955394744873,-0.5027561187744141,-0.5341987609863281,-0.13274455070495605,0.3152930736541748,0.7647831439971924
2005-08-27 03:30:00.000013000,-78.35832786560059,-77.44999504089355,-76.68173789978027,-76.13800811767578,-75.17500686645508,-74.3524284362793,-74.38651466369629,-74.69924736022949,-72.5123348236084,-69.30614948272705,-67.4688310623169,-65.72336006164551,-63.78434944152832,-64.40300559997559,-64.30579948425293,-63.52341175079346,-62.1276330947876,-62.34339141845703,-61.05439376831055,-61.13892364501953,-60.134629249572754,-60.15049171447754,-60.498538970947266,-60.35918140411377,-58.76028633117676,-56.778096199035645,-55.453660011291504,-52.72463607788086,-51.68844795227051,-49.651057720184326,-47.71026849746704,-47.23837900161743,-46.931962966918945,-45.582390785217285,-44.826172828674316,-44.1031608581543,-44.51074695587158,-45.06089496612549,-43.67249536514282,-43.40488052368164,-42.42632269859314,-42.995238065719604,-42.35612487792969,-42.90976119041443,-42.367267370224,-43.002023696899414,-42.10658812522888,-42.08145356178284,-42.0145457983017,-42.24604284763336,-42.16364908218384,-41.39474642276764,-41.676382064819336,-41.970027685165405,-42.54244065284729,-40.913297176361084,-40.75170969963074,-39.818326473236084,-38.702879190444946,-37.47838640213013,-37.49524211883545,-36.797757625579834,-37.87955117225647,-37.45607948303223,-37.74299144744873,-37.483494997024536,-36.59511041641235,-35.21847486495972,-34.231619119644165,-32.83932375907898,-31.029961109161377,-29.50364923477173,-27.54759681224823,-26.3718444108963,-25.551473736763,-23.592261910438538,-23.240791976451874,-21.95485782623291,-21.421199685893953,-20.75801956653595,-20.305191099643707,-19.512943387031555,-18.692838311195374,-19.215961515903473,-18.555803775787354,-17.986024975776672,-16.98752224445343,-16.078097701072693,-15.698228597640991,-15.005042374134064,-14.027384996414185,-13.398123264312744,-13.082263588905334,-12.499454021453857,-11.949413180351257,-10.958664700388908,-10.7633768171072,-10.376897366717458,-10.18833041191101,-9.437852919101715,-9.024780213832855,-8.404967814683914,-7.692991703748703,-6.344787418842316,-6.051421046257019,-4.941775143146515,-4.3805859088897705,-3.3896580934524536,-2.576802134513855,-2.530991315841675,-2.0136208534240723,-1.374147891998291,-1.699602484703064,-1.3541866540908813,-0.8492763042449951,-0.46347689628601074,-0.5032212734222412,-0.010146617889404297,0.6484930515289307,0.6092257499694824
2005-08-27 04:00:00.000027000,-74.39999389648438,-73.92022895812988,-74.47588539123535,-75.03472328186035,-75.94918060302734,-76.26875495910645,-76.58732223510742,-76.46671867370605,-76.30173301696777,-75.76784896850586,-75.55305290222168,-75.16191482543945,-74.61992263793945,-73.5060806274414,-71.54159164428711,-69.30903339385986,-65.94000148773193,-63.70630931854248,-62.67142868041992,-61.13111972808838,-59.22892189025879,-58.075005531311035,-57.09099292755127,-56.332314014434814,-55.87354564666748,-54.41491079330444,-53.03242588043213,-51.24038124084473,-49.37245750427246,-48.52195692062378,-47.259950160980225,-45.99111080169678,-45.10089731216431,-44.64963722229004,-42.994369983673096,-43.49434757232666,-42.10347509384155,-42.23749923706055,-43.05211925506592,-42.65191888809204,-41.57134175300598,-41.457462310791016,-41.36267352104187,-41.645188093185425,-40.880839705467224,-41.03974485397339,-40.63498258590698,-41.0030460357666,-41.200179636478424,-40.029443353414536,-40.55841648578644,-40.63664126396179,-41.32472610473633,-42.31382942199707,-42.28036284446716,-42.23496890068054,-41.676021099090576,-40.32040739059448,-39.983339071273804,-38.867690563201904,-38.556321144104004,-37.96827435493469,-37.44550275802612,-36.89491081237793,-37.36461114883423,-36.36774659156799,-36.025826930999756,-36.00258111953735,-35.443018436431885,-35.207024574279785,-33.30931317806244,-30.548952102661133,-28.37902307510376,-27.33598619699478,-25.57934945821762,-24.103341281414032,-22.25348597764969,-21.6819486618042,-20.50373876094818,-19.35982346534729,-18.27004623413086,-18.273605823516846,-18.0941960811615,-18.341476678848267,-17.912769556045532,-17.516321420669556,-16.685891270637512,-15.532033801078796,-14.350882768630981,-13.398928046226501,-12.896956652402878,-12.169049054384232,-11.218025982379913,-11.160999119281769,-10.452923454344273,-10.362464189529419,-9.881912734359503,-10.158814191818237,-10.223909482359886,-9.435979016125202,-8.717229902744293,-7.925876170396805,-7.481867402791977,-6.602367520332336,-5.73669046163559,-5.049343943595886,-4.330002665519714,-3.6104698181152344,-2.6844265460968018,-3.0782591104507446,-2.5292060375213623,-2.1097785234451294,-1.4505170583724976,-0.7169933319091797,-0.25507354736328125,0.02483844757080078,-0.09707069396972656,0.47277259826660156,0.3503882884979248,0.6929657459259033
2005-08-27 04:30:00.000000000,-65.89999389648438,-67.71665954589844,-69.53094482421875,-70.45909309387207,-70.84888076782227,-71.39375114440918,-71.32973670959473,-71.43154907226562,-71.20913124084473,-71.38760566711426,-71.32147979736328,-70.90373039245605,-70.66631507873535,-70.4690055847168,-70.0107650756836,-69.57794570922852,-69.14444160461426,-68.32231903076172,-67.40281105041504,-66.40338134765625,-65.54833030700684,-63.89923286437988,-61.45272636413574,-58.24900531768799,-54.8102388381958,-51.17684078216553,-49.23249626159668,-48.475525856018066,-46.839462757110596,-45.72918939590454,-45.055431842803955,-43.76194620132446,-42.616690158843994,-41.8896484375,-41.15194797515869,-38.68815898895264,-39.28567409515381,-40.94719362258911,-39.54850101470947,-39.60406827926636,-38.65753173828125,-38.74896049499512,-38.360453844070435,-38.78327298164368,-39.40447473526001,-39.369303822517395,-38.98725640773773,-39.48383891582489,-39.30916500091553,-39.5969375371933,-39.78575587272644,-40.01144051551819,-39.98158645629883,-40.28231978416443,-40.466285705566406,-40.39336967468262,-40.238779067993164,-40.74935865402222,-40.12749481201172,-39.00614094734192,-38.83960247039795,-37.96502184867859,-37.98894000053406,-37.45445156097412,-36.173832416534424,-35.49773025512695,-36.97054052352905,-36.72098970413208,-37.301275968551636,-36.94471001625061,-35.32943093776703,-33.44189715385437,-32.19353502988815,-30.722757384181023,-29.853233709931374,-28.49680244922638,-25.725039780139923,-24.22818410396576,-22.84494650363922,-21.746640920639038,-19.428181171417236,-19.23319697380066,-19.183878183364868,-18.914077043533325,-17.50014305114746,-16.11116051673889,-15.781175136566162,-15.324138641357422,-14.722296714782715,-14.8475182056427,-14.394041299819946,-13.893409013748169,-13.037209033966064,-12.48408842086792,-12.052905797958374,-11.643058180809021,-11.1116042137146,-10.258734107017517,-9.6870619058609,-8.946001052856445,-7.87581929564476,-7.211518958210945,-6.547999573871493,-5.9509724378585815,-5.661861032247543,-5.111214637756348,-5.470324754714966,-5.0949249267578125,-5.126682460308075,-5.261258840560913,-4.75785905122757,-4.5282962918281555,-4.406477689743042,-4.260082721710205,-3.4151570796966553,-3.3516180515289307,-2.9655202627182007,-2.7041985988616943,-2.4601988792419434,-2.566843032836914
2005-08-27 05:00:00.000013000,-63.899993896484375,-65.79999351501465,-67.78540992736816,-69.1459846496582,-70.29821586608887,-70.55522537231445,-71.03263854980469,-71.59169578552246,-71.63904190063477,-71.53337860107422,-71.3037052154541,-71.04269981384277,-70.6218490600586,-70.24234008789062,-69.5157699584961,-68.76637649536133,-68.29464912414551,-67.91975402832031,-67.68327903747559,-66.8820571899414,-65.96957206726074,-64.51714420318604,-63.29096031188965,-61.855560302734375,-60.37227439880371,-58.44244384765625,-56.07301330566406,-53.64203453063965,-51.30825996398926,-48.2614426612854,-45.923585414886475,-43.65534067153931,-42.2522087097168,-39.514713287353516,-38.132880210876465,-37.553372383117676,-37.49097490310669,-37.57871341705322,-37.08160209655762,-36.799317359924316,-36.39023017883301,-36.289390087127686,-36.012033462524414,-36.64636492729187,-36.953696846961975,-37.382296204566956,-37.35986912250519,-36.963579297065735,-37.37043738365173,-37.679173827171326,-38.352832198143005,-38.78650093078613,-38.73925185203552,-39.42449975013733,-39.58746576309204,-39.88298797607422,-39.49761724472046,-38.7598295211792,-39.25101923942566,-38.23422026634216,-38.698832750320435,-37.886223554611206,-38.573755502700806,-37.674657344818115,-37.0369131565094,-36.278464555740356,-35.93493938446045,-36.04094123840332,-35.2817165851593,-34.060519099235535,-34.5339457988739,-33.03965497016907,-32.103942692279816,-31.236500419676304,-29.810688138008118,-28.444240391254425,-26.443830013275146,-24.95850694179535,-24.08988857269287,-22.703568696975708,-20.694438457489014,-20.141606092453003,-20.033257246017456,-20.35555648803711,-19.559425830841064,-17.99243664741516,-17.04835844039917,-15.94535768032074,-15.047138810157776,-14.352806448936462,-13.746583104133606,-12.665865182876587,-12.705821990966797,-12.686112523078918,-11.335899591445923,-11.491273164749146,-11.000478506088257,-10.698433756828308,-10.362447500228882,-9.694038152694702,-8.155555963516235,-7.924538731575012,-7.385368168354034,-5.910864561796188,-5.125884175300598,-4.697418928146362,-4.132179439067841,-4.337585031986237,-3.671644449234009,-3.2905384302139282,-3.0706074237823486,-3.1508872509002686,-3.287941098213196,-3.0138920545578003,-2.6029703617095947,-2.3518818616867065,-1.96951162815094,-1.658206582069397,-1.505224585533142,-1.3345811367034912
2005-08-27 05:30:00.000027000,-63.399993896484375,-64.24582767486572,-66.9702320098877,-69.36249923706055,-71.08189010620117,-71.86651802062988,-72.14106941223145,-72.16147804260254,-71.68315315246582,-71.26696014404297,-70.32809638977051,-69.82240676879883,-69.61514091491699,-69.48493766784668,-69.0716495513916,-68.71285247802734,-68.36169624328613,-67.59462261199951,-66.85781574249268,-66.11723709106445,-65.13150978088379,-64.55126571655273,-63.509060859680176,-62.088027000427246,-60.75614261627197,-59.6939058303833,-58.071539878845215,-56.75949668884277,-54.56251239776611,-52.368736267089844,-49.3943395614624,-45.728971004486084,-43.19178819656372,-40.48501014709473,-39.31902027130127,-37.833290576934814,-36.896565437316895,-37.08358669281006,-35.47256422042847,-35.475892066955566,-34.37418556213379,-33.77925515174866,-33.20470404624939,-32.71350061893463,-33.389867663383484,-34.20969867706299,-35.30330157279968,-33.788657903671265,-34.43202704191208,-34.64934366941452,-34.982794642448425,-35.63578528165817,-36.30141830444336,-36.5226925611496,-37.20612072944641,-37.943697929382324,-37.435580253601074,-37.8151319026947,-37.620744705200195,-37.41651010513306,-36.894063115119934,-36.241047620773315,-36.096025824546814,-36.32306230068207,-35.58990716934204,-35.116737723350525,-35.20324230194092,-34.61137664318085,-35.07517099380493,-34.32471752166748,-33.1728720664978,-32.41658079624176,-30.859229236841202,-29.122813656926155,-28.78169721364975,-27.378318309783936,-25.502938389778137,-24.784528255462646,-23.218982696533203,-22.28347873687744,-21.147845029830933,-20.93755841255188,-19.893943309783936,-19.953811645507812,-19.614848375320435,-18.583658456802368,-17.80973744392395,-17.38436532020569,-16.863672375679016,-16.487279176712036,-15.23612904548645,-13.979336857795715,-13.210526466369629,-12.990882635116577,-11.668409705162048,-11.229583859443665,-11.003042459487915,-10.476280093193054,-10.144889950752258,-8.899000406265259,-8.713151693344116,-7.551212579011917,-7.602731287479401,-6.654310047626495,-6.611277937889099,-5.231810323894024,-5.095801800489426,-4.26150269806385,-3.516205668449402,-2.174638032913208,-2.6642377972602844,-2.143961191177368,-1.7835649251937866,-0.8292229175567627,-0.4439737796783447,-0.198785662651062,-0.17860329151153564,-0.2125403881072998,0.35675978660583496,0.3159506320953369
2005-08-27 06:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 06:30:00.000013000,-65.02499389648438,-67.56666088104248,-70.15594673156738,-72.89739799499512,-74.89298057556152,-76.01726531982422,-76.08941078186035,-75.98170852661133,-75.76542663574219,-75.42052268981934,-74.82192039489746,-73.81632232666016,-73.3985366821289,-72.10693550109863,-71.27836418151855,-70.69075393676758,-70.06887245178223,-69.59952354431152,-69.02859306335449,-69.0776195526123,-68.74971675872803,-67.54418277740479,-66.67733573913574,-65.18170166015625,-64.06894588470459,-62.317142486572266,-60.22612953186035,-58.51695728302002,-56.11536502838135,-53.818260192871094,-51.666197776794434,-49.42297840118408,-49.10449028015137,-47.31559181213379,-45.430129051208496,-44.2180871963501,-42.82890605926514,-40.85349130630493,-39.06143856048584,-37.44324064254761,-37.44875240325928,-37.293641567230225,-36.65288043022156,-35.41957926750183,-35.77846693992615,-34.84803867340088,-33.61772459745407,-32.5394384264946,-33.1086862385273,-32.89889628812671,-33.88413551449776,-33.21246948838234,-32.54055842757225,-32.71694219112396,-33.16580444574356,-32.475820422172546,-31.837056517601013,-31.890398502349854,-31.96122694015503,-31.373020887374878,-31.592975974082947,-31.278156518936157,-31.573253870010376,-30.967676401138306,-31.29279065132141,-30.332533419132233,-30.503385484218597,-31.165173053741455,-31.04326245188713,-31.025339737534523,-31.122659742832184,-29.6802761554718,-29.123092532157898,-28.960009694099426,-27.733536660671234,-27.454226285219193,-26.461578965187073,-25.2572420835495,-24.486647844314575,-24.34936225414276,-22.215684413909912,-22.358569383621216,-21.04959511756897,-21.076266765594482,-19.815287590026855,-18.855122089385986,-18.096988439559937,-17.179627418518066,-16.53836226463318,-15.090161085128784,-14.348301112651825,-13.87748521566391,-13.365756779909134,-12.168479651212692,-10.709364831447601,-9.764898553490639,-8.226220309734344,-7.572719216346741,-7.818232715129852,-7.29106330871582,-7.33252078294754,-7.031730055809021,-6.190330266952515,-5.623998999595642,-4.977593660354614,-4.444147944450378,-4.087939977645874,-3.8150174617767334,-2.926044225692749,-2.2941869497299194,-2.134492874145508,-0.9809938669204712,-0.5928514003753662,0.2729651927947998,0.7682218551635742,1.6270387172698975,2.804194450378418,3.237942695617676,3.7620842456817627,3.627056121826172
2005-08-27 07:00:00.000027000,-63.983327865600586,-68.37499332427979,-71.04582786560059,-73.0477294921875,-74.14863204956055,-75.28690719604492,-75.06178855895996,-75.05632400512695,-75.62173652648926,-75.72976684570312,-75.33749198913574,-74.87957763671875,-74.00501251220703,-73.50143432617188,-72.52295684814453,-71.17538642883301,-70.43799018859863,-69.72762680053711,-68.86644172668457,-68.49423217773438,-67.60450172424316,-67.2317304611206,-66.8220853805542,-65.26949787139893,-63.905179023742676,-62.184560775756836,-60.35545253753662,-58.224446296691895,-56.74128532409668,-54.536319732666016,-52.600141525268555,-50.73096561431885,-48.63016319274902,-47.77820682525635,-46.24300956726074,-44.5542049407959,-43.6932430267334,-41.02901601791382,-38.98601150512695,-37.865928649902344,-37.646965980529785,-36.372079372406006,-35.934683322906494,-34.81741690635681,-34.19263005256653,-33.459280133247375,-32.41661214828491,-31.80435572192073,-32.60552832484245,-31.757863640785217,-30.99921143054962,-30.071327447891235,-29.71855592727661,-29.701138734817505,-29.701332926750183,-30.316043615341187,-30.640106678009033,-30.55850386619568,-30.740508317947388,-29.032225608825684,-28.91799545288086,-28.05775260925293,-28.23328185081482,-28.099926233291626,-28.39785063266754,-28.552576959133148,-28.334153175354004,-27.240182876586914,-27.643438458442688,-28.409323811531067,-28.08418834209442,-28.317813768982887,-27.800504207611084,-26.77789507806301,-26.375717664137483,-25.23256577551365,-24.813190519809723,-23.606181919574738,-22.255735754966736,-22.022274255752563,-20.73617911338806,-19.318405866622925,-20.169594526290894,-20.133164644241333,-19.809791803359985,-18.83558988571167,-17.925000190734863,-17.130817413330078,-16.36796760559082,-15.647266149520874,-14.299018621444702,-14.457417964935303,-13.140282988548279,-12.414711236953735,-11.52504375576973,-10.986803531646729,-9.844924047589302,-8.913747310638428,-8.242547661066055,-8.292794227600098,-8.004204750061035,-7.055788040161133,-6.479151248931885,-5.770781517028809,-5.05566942691803,-4.654823899269104,-3.4919779300689697,-2.6678946018218994,-1.9762169122695923,-1.6333539485931396,-1.449542760848999,-1.0051300525665283,-0.8251297473907471,-0.6702004671096802,-0.10619044303894043,0.3795807361602783,0.5493483543395996,1.455714225769043,2.2822320461273193,3.036008358001709
2005-08-27 07:30:00.000000000,-67.94165992736816,-68.7071361541748,-69.67677879333496,-71.45245170593262,-72.8712158203125,-73.43839645385742,-74.10342788696289,-74.35815238952637,-74.66330337524414,-74.41920852661133,-74.38953399658203,-74.09726142883301,-73.98897552490234,-73.64651870727539,-72.76129913330078,-71.96633529663086,-71.27105140686035,-70.11478996276855,-69.1474723815918,-68.03801155090332,-67.23764514923096,-66.45617961883545,-65.35374069213867,-64.78390312194824,-64.09901809692383,-62.769320487976074,-61.51961898803711,-59.61629009246826,-57.58520317077637,-55.52015399932861,-53.933465003967285,-51.97448921203613,-51.04478454589844,-48.58042335510254,-46.96094512939453,-45.66275119781494,-44.41503095626831,-42.27783393859863,-40.10633945465088,-36.7367205619812,-36.11888885498047,-34.92313313484192,-32.98093318939209,-32.973233461380005,-32.943036794662476,-32.37495148181915,-30.921043395996094,-31.127690508961678,-31.90904053673148,-31.574316024780273,-31.02731281518936,-30.539154827594757,-29.323854386806488,-28.929214596748352,-29.007848024368286,-28.761446833610535,-28.222130298614502,-29.319384336471558,-28.721262454986572,-27.975455284118652,-27.2432279586792,-26.26332974433899,-26.918787240982056,-27.59295630455017,-27.023602604866028,-26.040457248687744,-24.868795037269592,-23.881462812423706,-24.304882407188416,-23.566372871398926,-25.466512441635132,-24.37771165370941,-24.087277591228485,-22.939219057559967,-23.498679041862488,-22.474640786647797,-21.674142599105835,-20.43305194377899,-20.184926748275757,-19.780071258544922,-19.228175401687622,-18.73884081840515,-18.761979579925537,-17.659911632537842,-17.71413016319275,-16.282553911209106,-16.796634674072266,-16.190436124801636,-15.471016883850098,-14.671234607696533,-13.552128791809082,-12.712254285812378,-12.743083715438843,-12.043187856674194,-11.166847348213196,-11.34304690361023,-9.97919636964798,-9.75755500793457,-9.175714015960693,-9.051049277186394,-8.68107488565147,-8.298258990049362,-7.217428207397461,-7.34130471944809,-6.624098896980286,-6.259013831615448,-5.293095231056213,-3.710539221763611,-3.1003763675689697,-1.9337549209594727,-1.792548418045044,-1.3618481159210205,-1.2192296981811523,-1.0893689393997192,-0.6609224081039429,-0.0930166244506836,0.4661065340042114,0.8295719623565674,1.2402174472808838,1.0737286806106567
2005-08-27 08:00:00.000013000,-67.39999580383301,-68.19999313354492,-67.51606559753418,-68.25227451324463,-70.65138053894043,-72.36384010314941,-73.1494369506836,-73.49172401428223,-73.40741157531738,-73.21002006530762,-72.98218536376953,-72.57254219055176,-72.30757141113281,-72.0064754486084,-71.21948623657227,-70.70041847229004,-69.99442863464355,-69.14532089233398,-68.1417121887207,-67.20739459991455,-66.36390686035156,-65.25097370147705,-64.67986297607422,-63.19807720184326,-62.53208255767822,-61.4318733215332,-59.760305404663086,-58.23661994934082,-57.681434631347656,-56.147873878479004,-55.16197395324707,-53.31989765167236,-52.031110763549805,-50.852394104003906,-48.912052154541016,-46.71498107910156,-45.32810401916504,-43.46006774902344,-41.14552688598633,-38.53552007675171,-37.25372838973999,-35.84264659881592,-33.883464336395264,-32.6530499458313,-32.815685510635376,-32.13370323181152,-30.70779275894165,-30.03190326690674,-30.69394087791443,-30.388697624206543,-31.030420005321503,-30.00642777979374,-30.139754803851247,-29.660728730261326,-29.0151384472847,-28.45320975780487,-28.610325694084167,-27.87128508090973,-28.3732830286026,-27.19568383693695,-26.350383043289185,-25.965238571166992,-25.27604115009308,-24.49167251586914,-24.20930290222168,-23.985830426216125,-23.169387340545654,-23.11475670337677,-22.613433361053467,-21.77292227745056,-21.9497127532959,-20.809000968933105,-21.156180143356323,-19.78924071788788,-19.74289298057556,-19.415920853614807,-18.89185106754303,-18.073214888572693,-17.761232137680054,-17.914157390594482,-16.79560422897339,-16.74009943008423,-16.697532892227173,-16.823291301727295,-15.166768550872803,-14.780240297317505,-14.723692655563354,-14.141089677810669,-13.637123107910156,-13.512019395828247,-12.330608367919922,-12.148014545440674,-11.136452913284302,-9.808850049972534,-9.89285409450531,-9.944570541381836,-8.861276030540466,-9.284133434295654,-8.789229035377502,-8.08479529619217,-7.5755316615104675,-6.8216933608055115,-6.537901118397713,-6.0536966025829315,-5.596822619438171,-6.205066204071045,-6.08234341442585,-5.44502991437912,-4.65439236164093,-3.618213653564453,-2.6569926738739014,-1.6388988494873047,-1.3742401599884033,-1.037703514099121,-0.9000122547149658,-0.619488000869751,-0.006327629089355469,-0.27593421936035156,0.38017427921295166,0.2956352233886719
