,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD,RAD
radius,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0,150.0,155.0,160.0,165.0,170.0,175.0,180.0,185.0,190.0,195.0,200.0,205.0,210.0,215.0,220.0,225.0,230.0,235.0,240.0,245.0,250.0,255.0,260.0,265.0,270.0,275.0,280.0,285.0,290.0,295.0,300.0,305.0,310.0,315.0,320.0,325.0,330.0,335.0,340.0,345.0,350.0,355.0,360.0,365.0,370.0,375.0,380.0,385.0,390.0,395.0,400.0,405.0,410.0,415.0,420.0,425.0,430.0,435.0,440.0,445.0,450.0,455.0,460.0,465.0,470.0,475.0,480.0,485.0,490.0,495.0,500.0,505.0,510.0,515.0,520.0,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,565.0,570.0,575.0,580.0,585.0,590.0,595.0,600.0
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-24 07:30:00.000000000,-57.75416088104248,-55.886898040771484,-53.03035068511963,-49.691664695739746,-47.92475748062134,-48.44680881500244,-48.50514268875122,-46.60618495941162,-43.876115798950195,-39.40835165977478,-35.24372339248657,-33.95021438598633,-32.42093205451965,-31.63225692510605,-29.842657268047333,-26.85873234272003,-23.88509750366211,-25.31756502389908,-26.090650141239166,-26.01318660378456,-26.577087879180908,-26.06515109539032,-27.199875712394714,-27.861638069152832,-27.04227876663208,-27.779573917388916,-27.720219314098358,-27.185291975736618,-25.42051875591278,-26.331754088401794,-25.2193500995636,-25.93886759877205,-25.469780199229717,-24.52624763548374,-23.27905736863613,-23.41232593357563,-22.21350359916687,-21.01163512468338,-20.4857170060277,-19.01844745874405,-17.516037106513977,-16.888681650161743,-16.145900011062622,-15.832282543182373,-15.916811347007751,-15.551485657691956,-14.827547550201416,-13.418529510498047,-11.35998249053955,-11.231178283691406,-11.768141269683838,-10.812088012695312,-10.594118118286133,-10.4633469581604,-10.141915917396545,-9.947989225387573,-9.933055877685547,-9.153168678283691,-8.992858231067657,-8.105731964111328,-7.806950330734253,-7.935445666313171,-6.748941659927368,-5.862902477383614,-4.369458690285683,-2.9548411071300507,-1.926629900932312,-0.5088335275650024,0.7672640085220337,1.956925392150879,3.3809927701950073,3.549234390258789,4.693211317062378,5.442106008529663,6.087538719177246,7.009304046630859,8.218822479248047,9.146493673324585,9.545382022857666,10.535018920898438,11.065223932266235,11.646064937114716,12.592284977436066,12.677998661994934,12.620039105415344,12.948375225067139,13.583103775978088,14.170806169509888,14.717015504837036,14.363133668899536,14.256908893585205,14.146474361419678,13.580636739730835,13.495498538017273,13.279465079307556,12.916925430297852,13.454035758972168,14.01060926914215,14.56230080127716,14.873212099075317,14.729259610176086,14.88303029537201,14.896040439605713,14.929258346557617,14.278944969177246,14.600019454956055,14.577783584594727,14.644096374511719,15.234768629074097,15.754855155944824,16.121503591537476,16.521825790405273,16.71491575241089,17.3275625705719,17.67703104019165,17.790077209472656,17.73794412612915,17.682163953781128,17.37674617767334,17.020588159561157
2005-08-24 08:00:00.000013000,-53.649993896484375,-52.816659927368164,-52.22588634490967,-52.00512504577637,-51.7492618560791,-49.01960802078247,-44.82770872116089,-42.89401626586914,-44.150654315948486,-42.04704570770264,-39.58202648162842,-36.12513017654419,-33.119877219200134,-32.290976732969284,-32.2568344771862,-30.31001341342926,-29.257019639015198,-28.01483477652073,-26.470537066459656,-27.197234570980072,-26.585541546344757,-26.282097556628287,-26.107081413269043,-26.362464904785156,-26.580103158950806,-27.19331920146942,-28.241650700569153,-27.867358565330505,-26.4783376455307,-26.025669634342194,-24.405351042747498,-23.499903440475464,-22.641564428806305,-21.77187216281891,-21.53649652004242,-20.931255400180817,-20.73708951473236,-19.626147866249084,-18.521707117557526,-17.270135164260864,-17.482297539711,-16.704281210899353,-15.624169826507568,-16.772749662399292,-17.730631351470947,-16.586462378501892,-15.53357994556427,-14.632021188735962,-13.890674352645874,-12.274081707000732,-12.408412218093872,-11.399770259857178,-11.535354852676392,-11.53462815284729,-11.79875373840332,-11.295539379119873,-10.752219915390015,-10.189473986625671,-9.77573025226593,-9.547332763671875,-8.671926140785217,-8.023916602134705,-7.759276986122131,-7.154738366603851,-6.160947680473328,-4.171937823295593,-2.678334653377533,-0.9901999235153198,-0.6755564212799072,-0.2718160152435303,0.9431818723678589,2.2549986839294434,3.70442271232605,4.201927185058594,4.720241546630859,5.661942005157471,6.809902191162109,7.130092620849609,8.167237281799316,9.021291971206665,9.594676733016968,10.990043759346008,11.478555560112,12.554496243596077,12.54989355802536,12.675554871559143,13.36380410194397,14.1880624294281,14.836190223693848,14.866645097732544,15.128397941589355,15.352601766586304,15.010016083717346,15.055423378944397,14.511157512664795,14.776875853538513,14.758332371711731,15.171260833740234,15.472274661064148,15.374764084815979,15.997482061386108,15.79917860031128,15.673112154006958,15.79871654510498,15.695071458816528,15.039224863052368,14.750190138816833,14.256860256195068,14.684820890426636,15.223228216171265,16.134668350219727,16.541693925857544,16.835919857025146,17.2703754901886,17.398069143295288,17.616538047790527,17.644938945770264,17.49558138847351,17.543395519256592,17.326946258544922
2005-08-24 08:30:00.000027000,-54.274993896484375,-51.995826721191406,-51.39205741882324,-50.49772357940674,-49.99638080596924,-48.12221908569336,-48.39920949935913,-45.209906578063965,-41.61092710494995,-39.93025994300842,-40.80518174171448,-41.28451752662659,-39.705076932907104,-35.86416816711426,-34.23480153083801,-32.17023250460625,-31.45909297466278,-31.839685797691345,-32.17505931854248,-30.97312092781067,-30.30498570203781,-27.940063836053014,-27.50709193944931,-26.6673481464386,-26.696289211511612,-25.847965985536575,-25.515199422836304,-27.45203858613968,-26.935664296150208,-25.92557428777218,-23.3403622508049,-22.283990740776062,-20.77721118927002,-19.54067051410675,-18.310832023620605,-18.059000492095947,-17.378796339035034,-17.358617782592773,-16.937927722930908,-16.57916760444641,-16.454930543899536,-15.498878240585327,-16.257066011428833,-16.274088144302368,-16.27902913093567,-16.868046641349792,-17.356661438941956,-15.924805045127869,-15.206171870231628,-13.991109371185303,-13.266594409942627,-12.962586879730225,-13.136210203170776,-12.809513568878174,-12.19501268863678,-11.967703938484192,-11.231675148010254,-10.939873099327087,-9.615524411201477,-9.315297603607178,-8.257074236869812,-8.195629715919495,-7.77056497335434,-6.800182640552521,-5.39046023786068,-5.0910637229681015,-3.8289366960525513,-2.6705371737480164,-0.7111614942550659,0.5248861312866211,0.24130356311798096,1.0759729146957397,2.1396875381469727,2.716428279876709,3.6819636821746826,4.597478151321411,5.305521249771118,6.47695255279541,7.463597774505615,7.647830009460449,8.403154850006104,9.303261280059814,10.816907525062561,11.724054634571075,12.67918375134468,13.34057492017746,13.632611870765686,13.899826645851135,14.498924970626831,15.146896600723267,15.683295726776123,15.96958589553833,16.200926780700684,16.283430576324463,16.070289611816406,16.16480541229248,16.498582124710083,16.774263858795166,16.4036602973938,16.795567512512207,16.887874364852905,16.466240167617798,16.336087465286255,16.564473867416382,16.551703691482544,16.57678508758545,16.294005632400513,15.59590744972229,15.524062156677246,15.662849426269531,15.82733941078186,16.09183359146118,16.54619836807251,16.89191198348999,16.88590121269226,16.86443328857422,17.324697017669678,17.35454773902893,17.884963989257812,17.69472908973694
2005-08-24 09:00:00.000000000,-59.14999485015869,-57.91249370574951,-55.614280700683594,-52.280978202819824,-49.79791307449341,-48.65195941925049,-49.52025508880615,-48.624895095825195,-47.571303844451904,-46.77134609222412,-44.307342529296875,-40.69113636016846,-39.700687885284424,-40.300739765167236,-40.873125076293945,-37.828216552734375,-35.24682855606079,-33.362142622470856,-35.17158783972263,-33.223403334617615,-32.60112118721008,-31.312438368797302,-31.095506012439728,-29.05060863494873,-28.01374840736389,-26.59569615125656,-26.487610436975956,-24.9510740339756,-24.656387448310852,-23.278056144714355,-21.89953637123108,-21.45403027534485,-20.332915902137756,-18.17711567878723,-16.15515160560608,-15.420438766479492,-14.894623517990112,-14.451933145523071,-15.058878421783447,-14.782251358032227,-14.221549272537231,-14.872291088104248,-14.557493686676025,-14.755051136016846,-15.016082286834717,-16.253472089767456,-15.805715799331665,-15.803484916687012,-15.62881326675415,-15.372592210769653,-14.783776044845581,-14.466629981994629,-14.237797737121582,-13.600604772567749,-12.594041347503662,-11.8381507396698,-11.076987981796265,-10.329424023628235,-9.780499458312988,-9.333485960960388,-8.329386115074158,-7.688202798366547,-6.065294444561005,-5.542870968580246,-4.3054642379283905,-3.207901954650879,-2.1287938356399536,-1.0101433992385864,0.2827441692352295,1.318573236465454,2.860546827316284,3.1139438152313232,2.7817587852478027,3.778776168823242,4.0440168380737305,3.190181255340576,3.930981159210205,4.8415443897247314,6.656428098678589,7.247716665267944,7.855154752731323,8.823209047317505,10.293288707733154,11.056116700172424,12.24933534860611,12.985370844602585,13.303600430488586,14.368798017501831,14.05079460144043,14.925441265106201,15.228167533874512,15.613242626190186,15.52973198890686,16.184117317199707,16.671420574188232,17.20495295524597,17.55240273475647,17.740731954574585,17.634310960769653,17.537651300430298,17.612711668014526,17.592127084732056,17.515911102294922,17.37294602394104,17.254849672317505,17.1698637008667,16.849480867385864,16.69056749343872,16.596566200256348,16.52337408065796,16.316488027572632,16.420162200927734,16.482592344284058,16.433802366256714,16.622249603271484,16.724571466445923,17.108973503112793,17.313151121139526,17.895336389541626,17.58264470100403
2005-08-24 09:30:00.000013000,-67.56665992736816,-66.31189823150635,-65.18124389648438,-62.2576904296875,-57.938140869140625,-52.96778583526611,-50.51435160636902,-47.78091859817505,-48.63505029678345,-48.57473850250244,-46.6324462890625,-45.428528785705566,-44.45088529586792,-42.239431858062744,-40.977715492248535,-41.6502161026001,-40.79078388214111,-39.616928815841675,-37.590542793273926,-35.85567319393158,-35.592762887477875,-33.06183002679609,-31.90521800518036,-31.882967409677804,-30.655182540416718,-29.75493148714304,-27.766301810741425,-25.733300358057022,-24.070476770401,-23.81403613090515,-20.813764810562134,-21.552761673927307,-19.855270385742188,-17.72458815574646,-15.686509132385254,-15.18050503730774,-14.064630270004272,-13.202430248260498,-13.058405876159668,-12.353126049041748,-13.3385591506958,-13.21963381767273,-13.319090127944946,-14.65408444404602,-15.385280847549438,-15.13683295249939,-15.268728017807007,-14.941827535629272,-14.557050943374634,-14.091028213500977,-15.200424432754517,-14.256880044937134,-14.739132404327393,-14.34711241722107,-13.16316294670105,-12.15424919128418,-11.36263108253479,-10.268370628356934,-9.146586418151855,-8.979737043380737,-7.230068683624268,-6.17988395690918,-5.659164905548096,-4.46050438284874,-2.7004550397396088,-1.4951839447021484,0.11257219314575195,0.9316365718841553,1.1096851825714111,2.656301259994507,2.9061009883880615,3.9259519577026367,5.1626057624816895,4.75581431388855,4.473167181015015,4.7422919273376465,4.26537823677063,4.857019901275635,5.190891981124878,6.254836320877075,6.077963829040527,7.594816446304321,7.877902269363403,9.726352214813232,11.140863180160522,11.485717713832855,12.361051976680756,12.454982556402683,12.524302918463945,13.184874594211578,14.145297884941101,14.08074426651001,14.96575140953064,15.991226196289062,16.40978217124939,16.79486894607544,17.32357120513916,17.50869607925415,17.88196349143982,17.746631860733032,17.687171697616577,18.077388525009155,17.953081607818604,17.88313364982605,17.628605842590332,17.538476943969727,17.03398585319519,17.114411115646362,17.118870973587036,16.893434047698975,16.726059198379517,16.900732278823853,16.76987648010254,16.80927872657776,17.15363883972168,16.873663187026978,17.216137886047363,17.209001064300537,17.175572633743286,17.310040950775146
2005-08-24 10:00:00.000027000,-67.56665992736816,-67.07499504089355,-66.79880714416504,-66.61906623840332,-64.70449447631836,-62.876362800598145,-59.690340995788574,-54.403972148895264,-52.095680713653564,-47.23730278015137,-45.83343029022217,-44.55134892463684,-45.117634296417236,-44.08977460861206,-42.94927501678467,-41.99472522735596,-41.58319401741028,-41.68945384025574,-41.94723653793335,-41.27284622192383,-40.52639126777649,-36.78255605697632,-35.42864203453064,-33.96781414747238,-32.80769869685173,-30.678838647902012,-28.971075177192688,-26.996843695640564,-26.059931099414825,-25.673593644052744,-24.282270669937134,-23.930575370788574,-21.807166576385498,-20.332002103328705,-16.930797815322876,-15.132964372634888,-12.99934196472168,-12.51776671409607,-12.441819429397583,-12.390406370162964,-11.534070491790771,-11.380366325378418,-12.35309386253357,-12.731364727020264,-13.251938104629517,-14.522104024887085,-14.201258182525635,-14.265064477920532,-14.691699266433716,-14.89670443534851,-15.803029298782349,-15.052093505859375,-14.555245637893677,-13.409176588058472,-12.989238262176514,-12.71799635887146,-12.618491411209106,-11.148438215255737,-10.084102153778076,-8.863038063049316,-6.783565282821655,-5.972404718399048,-4.608895003795624,-3.8236840963363647,-2.1599579229950905,-1.0819263458251953,0.7355738878250122,0.8712917566299438,2.001748204231262,3.3189929723739624,3.6688733100891113,5.2007060050964355,5.903733730316162,5.760242223739624,6.514451026916504,6.331148147583008,6.01755690574646,5.799109220504761,5.115196466445923,5.403066635131836,5.407676458358765,6.132900953292847,7.835553884506226,8.8342924118042,9.204056739807129,9.742264032363892,10.70953369140625,10.763444304466248,11.350298345088959,12.255921810865402,13.378176778554916,13.837539315223694,13.920140504837036,14.450284242630005,15.069179654121399,15.453574180603027,15.948569059371948,16.80900549888611,17.022037506103516,17.246071815490723,17.33559823036194,17.406843900680542,17.80923891067505,17.97169041633606,17.585264682769775,17.499192237854004,17.042449951171875,17.18752932548523,17.243685483932495,17.510291576385498,17.40467357635498,17.382919549942017,17.16657781600952,17.117168188095093,17.29005789756775,17.417062759399414,17.874104022979736,17.675945043563843,17.440494775772095,17.11258316040039
2005-08-24 10:30:00.000000000,-68.83749389648438,-68.46665954589844,-67.96745491027832,-67.04049491882324,-66.0448865890503,-64.80450820922852,-62.83021068572998,-62.06519412994385,-58.903244972229004,-55.0155611038208,-51.64604568481445,-46.45647096633911,-45.456976890563965,-45.41552734375,-43.26886558532715,-43.22190833091736,-43.01909041404724,-42.38476896286011,-44.12559700012207,-44.565768241882324,-42.82028818130493,-42.16485643386841,-40.40382790565491,-38.823567390441895,-38.321256160736084,-35.17754566669464,-31.180671826004982,-29.309104919433594,-27.585280567407608,-27.074822038412094,-26.83997243642807,-25.55112737417221,-23.462778091430664,-22.071128249168396,-19.98378562927246,-18.305355310440063,-15.525582194328308,-14.179737091064453,-12.736403226852417,-11.883869647979736,-10.498830556869507,-11.23244833946228,-10.85025691986084,-11.665154218673706,-12.330304145812988,-12.886857986450195,-13.241670608520508,-13.20410966873169,-13.008768558502197,-13.195673704147339,-13.284679174423218,-13.7268545627594,-13.270217180252075,-12.74602460861206,-12.64552092552185,-11.605083227157593,-11.626567602157593,-11.075169801712036,-10.209904909133911,-8.837490558624268,-7.3562421798706055,-5.8275465965271,-4.553632855415344,-3.611262559890747,-1.8475490808486938,-0.6218132674694061,0.0351666659116745,1.4765938520431519,1.8859822154045105,2.2265015244483948,3.446967601776123,5.106711149215698,4.933948755264282,6.033304452896118,5.866028308868408,6.4445226192474365,6.265038728713989,5.463172435760498,5.089115619659424,5.422443747520447,5.605030536651611,6.544106721878052,7.027060031890869,7.191161394119263,9.188922762870789,9.639683246612549,9.87924075126648,10.68745744228363,11.36842194199562,12.493976294994354,12.607475932687521,13.457451060414314,13.737269714474678,14.158431708812714,13.977830827236176,14.458336353302002,14.646941065788269,15.115092635154724,15.967961549758911,16.785171270370483,16.861924171447754,17.167330980300903,17.356613397598267,17.782337427139282,17.465577363967896,16.915929794311523,16.86026358604431,16.949914693832397,16.84598660469055,17.321645975112915,16.871978521347046,16.96048593521118,17.227229595184326,17.639347314834595,17.797727346420288,17.852830171585083,17.995007514953613,18.047197580337524,17.861331939697266,17.354646921157837
2005-08-24 11:00:00.000013000,-68.62915992736816,-67.96666145324707,-67.30475425720215,-66.6805591583252,-65.4334831237793,-64.36220645904541,-62.429304122924805,-60.21008586883545,-58.405266761779785,-57.00210475921631,-56.00501823425293,-54.51333522796631,-49.71989917755127,-47.10517406463623,-44.93017387390137,-44.70844030380249,-44.002893924713135,-43.369365215301514,-43.98386573791504,-44.71913242340088,-46.070608615875244,-43.92947721481323,-43.223862171173096,-42.636136054992676,-42.039040088653564,-38.72335433959961,-36.95341229438782,-33.70535843074322,-31.6230046749115,-31.573105692863464,-28.712824165821075,-28.059618555009365,-27.562842518091202,-26.23711171746254,-21.39148485660553,-20.440277218818665,-18.621293902397156,-17.67515766620636,-14.095730781555176,-12.791564464569092,-13.357780694961548,-12.760212898254395,-10.772433996200562,-10.299686670303345,-10.55270004272461,-11.082953691482544,-11.880794048309326,-11.551216125488281,-10.912506341934204,-10.992058753967285,-11.448534965515137,-10.935084104537964,-10.691795110702515,-10.793647766113281,-11.10581374168396,-10.580434083938599,-10.353001832962036,-9.231225728988647,-9.945342302322388,-8.827770233154297,-7.583569049835205,-5.969222545623779,-4.067872047424316,-3.2084054946899414,-1.5340991020202637,-1.353411614894867,-0.0929669439792633,0.9759654104709625,1.9553934931755066,2.9296069741249084,4.154434442520142,3.9397798776626587,4.531174063682556,4.41886293888092,4.6116204261779785,6.185060739517212,5.084796071052551,5.952552795410156,6.088822841644287,5.960799932479858,6.091699600219727,6.657534718513489,7.258700370788574,7.6965747475624084,8.905874848365784,9.13948404788971,9.596651434898376,10.770493805408478,11.768136858940125,12.714328646659851,13.122932612895966,13.789044976234436,13.741644978523254,14.241552293300629,14.14937049150467,14.44964811205864,14.43555361032486,15.143949270248413,15.582851529121399,15.995992660522461,15.8836989402771,16.30588150024414,16.771434545516968,17.666571378707886,17.420209407806396,16.893294095993042,16.613487005233765,16.80868625640869,16.748305797576904,16.983402013778687,16.405762910842896,17.09732699394226,17.3850154876709,17.522971391677856,17.729578495025635,17.70091724395752,17.760475873947144,18.254157066345215,17.744213342666626,17.965386867523193
2005-08-24 11:30:00.000027000,-66.06665992736816,-65.69999313354492,-65.04880332946777,-64.35833549499512,-63.6900634765625,-63.25416660308838,-62.556976318359375,-61.037434577941895,-58.675177574157715,-56.473201751708984,-53.15760326385498,-52.33819389343262,-51.52983856201172,-51.77009963989258,-50.65668773651123,-48.44859266281128,-46.814921855926514,-45.748186111450195,-44.5589394569397,-43.52341938018799,-44.65026807785034,-45.50183296203613,-46.19672155380249,-45.03435134887695,-43.721181869506836,-42.329062938690186,-40.93982458114624,-37.939003467559814,-35.172320663928986,-32.66812717914581,-32.25203859806061,-30.33795928955078,-28.66662585735321,-27.526172399520874,-26.727742731571198,-23.836806297302246,-22.037961959838867,-20.67152714729309,-19.64678966999054,-16.70253586769104,-15.329899787902832,-12.439169764518738,-13.63707172870636,-12.331146836280823,-11.55897831916809,-9.220662593841553,-8.88759708404541,-9.452066421508789,-9.302296161651611,-9.59112548828125,-9.609174013137817,-9.154752254486084,-9.190113067626953,-9.58281946182251,-9.590056896209717,-9.45378565788269,-10.180506944656372,-9.427412271499634,-8.641469478607178,-7.664843559265137,-7.336122035980225,-5.521329641342163,-3.6678121089935303,-2.952738881111145,-2.124602794647217,-1.7004370093345642,-0.2601657807826996,0.41284850239753723,1.6948626190423965,2.444086492061615,3.7415276765823364,4.102010607719421,4.105367183685303,3.770969033241272,4.297102570533752,4.431311845779419,5.554394006729126,5.933493137359619,6.640449285507202,7.085028648376465,7.642066597938538,7.592470765113831,8.197974801063538,7.9623249769210815,8.085859656333923,8.846416354179382,9.71322786808014,10.533128798007965,11.937502309679985,12.911606311798096,13.37733542919159,13.560418963432312,13.545750319957733,14.0155770778656,13.847495555877686,14.0638188123703,14.593692123889923,15.119017124176025,15.95687484741211,16.06445336341858,16.290642738342285,16.594972848892212,16.36709690093994,16.864171981811523,16.57649517059326,16.37845730781555,16.6369788646698,16.92179560661316,16.37360715866089,16.50261163711548,16.270604133605957,16.978646278381348,17.105114936828613,17.489513158798218,17.457600831985474,17.741071939468384,17.706814527511597,17.54763698577881,17.351750373840332,17.6432044506073
2005-08-24 12:00:00.000000000,-65.89999389648438,-65.62499332427979,-66.30624389648438,-66.04331016540527,-64.94166851043701,-64.55532741546631,-64.25130558013916,-62.59992694854736,-61.025309562683105,-59.231910705566406,-57.027809143066406,-53.572773933410645,-51.875481605529785,-50.40962791442871,-50.33747863769531,-50.47023344039917,-48.94447946548462,-48.279160022735596,-47.81077480316162,-48.16343545913696,-47.779709815979004,-48.3232216835022,-46.75004243850708,-46.72037220001221,-46.233601570129395,-46.03660726547241,-42.69311809539795,-41.57218408584595,-38.82543921470642,-36.53317725658417,-35.561842292547226,-31.918628096580505,-31.669513940811157,-29.336521923542023,-27.766173273324966,-26.518299221992493,-25.44624024629593,-22.838463068008423,-21.81329095363617,-20.137019395828247,-19.818505823612213,-18.99917584657669,-16.539194464683533,-15.025214314460754,-13.756021738052368,-11.754098892211914,-10.393659591674805,-8.524500608444214,-8.19115924835205,-8.383283376693726,-8.077373266220093,-7.823665142059326,-7.544229507446289,-8.585430145263672,-9.064685344696045,-8.663741111755371,-7.723576307296753,-7.6320459842681885,-7.123394250869751,-7.039534568786621,-6.323585033416748,-6.418680667877197,-4.979685068130493,-4.363553524017334,-2.479992985725403,-1.254616230726242,-0.3971219137310982,1.252522736787796,2.1651496291160583,1.5490362644195557,2.8325778245925903,3.6430639028549194,4.229576349258423,5.0529046058654785,4.380055665969849,3.553032875061035,4.424366474151611,5.467824459075928,5.629485845565796,7.347537994384766,7.793305158615112,8.689411044120789,8.90602195262909,8.8999924659729,9.190619349479675,10.277050375938416,11.165578473359346,11.599534779787064,11.35367339849472,11.581674367189407,12.722165703773499,12.880624413490295,13.843535542488098,13.841209173202515,13.269043326377869,13.127648830413818,13.738495230674744,14.621546983718872,16.04649066925049,16.083379983901978,16.627805471420288,16.572619438171387,16.035197019577026,15.874505996704102,16.235403537750244,16.356648206710815,16.597154140472412,16.88414430618286,16.18171787261963,16.794391870498657,16.790889024734497,16.43370032310486,16.939883708953857,17.126315116882324,16.272252321243286,17.374989986419678,16.64681339263916,17.628774881362915,17.55544662475586,16.856892347335815
2005-08-24 12:30:00.000013000,-68.19165992736816,-68.04106712341309,-68.30078983306885,-66.49256134033203,-65.57993030548096,-64.58234786987305,-64.11277103424072,-62.41205978393555,-60.44249248504639,-58.52821445465088,-58.399664878845215,-56.48585796356201,-54.49154567718506,-52.75002861022949,-51.1414852142334,-50.0024528503418,-49.320167541503906,-49.10978031158447,-49.906980991363525,-48.92820692062378,-49.22571420669556,-49.03941345214844,-48.06425428390503,-47.72856855392456,-45.864306926727295,-44.95529794692993,-44.171902656555176,-44.76015090942383,-43.48085308074951,-40.60601329803467,-38.78570008277893,-35.22766634821892,-33.90168449282646,-32.160433292388916,-30.657389640808105,-27.624126732349396,-25.517786413431168,-23.715773284435272,-23.20867121219635,-21.017195463180542,-21.047107219696045,-19.86720645427704,-18.838900446891785,-17.527928292751312,-15.16355288028717,-14.41456413269043,-13.45772409439087,-10.72928524017334,-11.014084100723267,-10.080472230911255,-9.524397730827332,-8.660699129104614,-7.508736729621887,-7.37624979019165,-6.710704326629639,-6.181482791900635,-5.54448938369751,-6.079408168792725,-5.853055000305176,-5.860221982002258,-5.397151470184326,-5.38700795173645,-3.8810020685195923,-3.478001832962036,-2.377289354801178,-1.2661840915679932,0.06687696278095245,0.5996562242507935,1.4555949568748474,2.305751919746399,3.195649266242981,4.692061901092529,4.970194339752197,5.691571950912476,5.697450876235962,5.492394685745239,5.564781665802002,5.902162075042725,6.353339910507202,7.221459627151489,8.182230591773987,9.187393069267273,9.409728765487671,10.214272558689117,11.18547997996211,11.318235948681831,11.40057510137558,11.984810590744019,12.336002051830292,12.937832832336426,13.409946918487549,12.438726603984833,12.777490258216858,12.876442462205887,12.660335779190063,13.28105217218399,13.795544385910034,14.621901988983154,15.457896828651428,15.255804181098938,15.422220706939697,15.687363147735596,15.928476095199585,16.45917820930481,16.757014274597168,16.83769416809082,17.381985902786255,17.130480527877808,16.98292899131775,17.516107320785522,17.043691158294678,16.979695081710815,17.48838496208191,17.126769304275513,16.542537689208984,16.79573702812195,16.828336477279663,17.155709505081177,16.752814531326294,16.693643808364868
2005-08-24 13:00:00.000027000,-69.73332595825195,-69.89999389648438,-69.84195899963379,-69.34772872924805,-68.77896308898926,-67.75882911682129,-66.1996021270752,-64.81785583496094,-62.762868881225586,-61.11304759979248,-60.078166007995605,-57.800241470336914,-55.767876625061035,-53.765132904052734,-52.19694995880127,-51.01058578491211,-50.159428119659424,-48.35917949676514,-48.5469913482666,-48.95225811004639,-49.172818183898926,-48.64480543136597,-47.14114809036255,-47.94345664978027,-45.55993175506592,-45.2423882484436,-44.49229669570923,-43.682400703430176,-41.96286654472351,-41.907020568847656,-41.61680221557617,-39.78418159484863,-38.383737325668335,-34.99240005016327,-31.975768879055977,-30.156297504901886,-28.353607535362244,-26.596775949001312,-23.551459550857544,-22.009519800543785,-20.940965443849564,-20.818706333637238,-19.778293311595917,-19.572542309761047,-19.114566802978516,-16.790608406066895,-15.737501502037048,-14.399683237075806,-13.740716338157654,-13.52556586265564,-10.941639423370361,-9.623801589012146,-8.466025590896606,-7.242271900177002,-6.517959833145142,-5.565727710723877,-4.640268325805664,-4.583391070365906,-4.891762018203735,-3.8425605297088623,-3.375441074371338,-3.653348922729492,-3.5827523469924927,-3.2702033519744873,-2.41420578956604,-2.498778223991394,-1.6434004306793213,-0.706805944442749,0.5284048616886139,2.785803198814392,4.445307612419128,5.070716500282288,5.828316688537598,5.864922046661377,6.4611921310424805,5.688851594924927,6.629622459411621,7.135173082351685,7.52187180519104,7.989220142364502,8.427551507949829,9.21827244758606,10.284189581871033,11.025568306446075,11.88419345766306,12.057188510894775,11.951389968395233,12.663884818553925,12.988880813121796,12.47992318868637,11.974867850542068,12.1538587808609,12.805090010166168,12.956320464611053,13.655016779899597,14.129699230194092,13.752754211425781,14.677867889404297,14.93310260772705,15.64720869064331,15.743528842926025,15.774812936782837,16.109463453292847,16.438327074050903,16.756119966506958,17.35444736480713,17.407999753952026,17.642189025878906,17.438796043395996,17.571223258972168,16.9356369972229,17.215384006500244,17.25139856338501,17.492599964141846,17.363356113433838,17.077559232711792,17.02588987350464,17.451403856277466,16.99335503578186,17.43200135231018
